id,casestudy_area,casestudy_area_code,date,organisation_tariff_name,First_20_units(d/unit),After_20_units(d/unit),Light_(flat_d/unit),Power_(flat)_(d/unit),Light_max_demand_(d/unit),Power_max_demand_(d/unit),LightFirst1000Units_(d/unit),LightSecond1000Units_per_month_(d/unit),LightThird1000Units_per_month_(d/unit),LigthOver3000Units_per_month_(d/unit),PowerAndHeat_(d/unit),PowerAndHeat75hoursPeak_(d/unit),PoweAndHeatOver75peak_(d/unit),Charge_per_room_per_month,"Residential_3_rooms_or_less_""GB""/""GD""/""GR""_First_X_units_per_qu","Residential_3_rooms_or_less_""GB""/""GD""/""GR""_Next_X_units_per_qua","Residential_3_rooms_or_less_""GB""/""GD""/""GR""_Balance_units_per_qu",First_1200_kwhquarter_Tariff_J_(c/kWh),Balance_kWh_per_quarter_Tariff_J_(c/kWh),"I_J_/""GD""/""GR""_Minimum_charge__($/per_quarter)_1982",YandJ_Water_and_space_heating_1984,Energy_charge_per_unit_(d_or_c_/_kwh),Standing_charge_($/year),TUoS Block_1_(c/kWh),TUoS Block_2_(c/kWh),TUoS Summer_peak_(c/kWh),TUoS Summer_shoulder_(c/kWh) ,TUoS Winter_peak_(c/kWh),TUoS Average_(c/kWh),Network_charges Block_1/peak_(c/kWh),Extras_(summer_export),Premium_FiT,average_dckwh
1287,Colac,NM,1926-01-01,1926COLAC,,,8,4,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,4.25
1288,Cohuna,NM,1926-01-01,1926COHUNA,,,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
1289,Coleraine,NM,1926-01-01,1926COLERAINE,,,14,12,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1290,Cororooke,NM,1926-01-01,1926COROROOKE,,,12,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6.333333333
1291,Dandenong,NM,1926-01-01,1926DANDENONG,,,9,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1292,Dimboola,NM,1926-01-01,1926DIMBOOLA,,,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
1293,Daylesford,NM,1926-01-01,1926DAYLESFORD,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
1294,Donald,NM,1926-01-01,1926DONALD,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1295,Doncaster,NM,1926-01-01,1926DONCASTER,,,9,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
1296,Drouin,NM,1926-01-01,1926DROUIN,,,9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
1297,Drysdale,NM,1926-01-01,1926DRYSDALE,,,12,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6.666666667
1298,Echuca,NM,1926-01-01,1926ECHUCA,,,18,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
1299,Eaglehawk,NM,1926-01-01,1926EAGLEHAWK,,,9,5.5,,1.5,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,5.125
1300,Elmore,NM,1926-01-01,1926ELMORE,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1301,Euroa,NM,1926-01-01,1926EUROA,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
1302,Essendon,M,1926-01-01,1926ESSENDON,,,5.75,3.75,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.666666667
1303,Frankston,NM,1926-01-01,1926FRANKSTON,,,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
1304,Footscrays,M,1926-01-01,1926FOOTS,,,5,2,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,2.5
1305,Ferntreegully,NM,1926-01-01,1926FERNTREEGULLY,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1306,Foster,NM,1926-01-01,1926FOSTER,,,10,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1307,Gisborne,NM,1926-01-01,1926GISBORNE,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1308,Scalemescogeel,M,1926-01-01,1926SCALEMESCOGEEL,,,10,4.5,4,1,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,5.6
1309,Scalehamilton,NM,1926-01-01,1926SCALEHAMILTON,,,10,6,8,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6875
1310,Healesville,NM,1926-01-01,1926HEALESVILLE,,,10,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
1311,Heathcote,NM,1926-01-01,1926HEATHCOTE,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1312,Heyfield,NM,1926-01-01,1926HEYFIELD,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1313,Heidelberg,NM,1926-01-01,1926HEIDELBERG,,,5.5,2.5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
1314,Hepburn,NM,1926-01-01,1926HEPBURN,,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
1315,Cobden,NM,1926-01-01,1926COBDEN,,,15,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7.666666667
1316,Hopetoun,NM,1926-01-01,1926HOPETOUN,,,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
1317,Horsham,NM,1926-01-01,1926HORSHAM,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
1318,Inglewood,NM,1926-01-01,1926INGLEWOOD,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1319,Jeparit,NM,1926-01-01,1926JEPARIT,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1320,Kaniva,NM,1926-01-01,1926KANIVA,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
1321,Kerang,NM,1926-01-01,1926KERANG,,,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.333333333
1322,Kilmore,NM,1926-01-01,1926KILMORE,,,12,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333333333
1323,Koroit,NM,1926-01-01,1926KOROIT,,,10,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,6.333333333
1324,Kyneton,NM,1926-01-01,1926KYNETON,,,12,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333
1325,Korrumburra,NM,1926-01-01,1926KORRUMBURRA,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
1326,Korong,NM,1926-01-01,1926KORONG,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1327,Kooweerup,NM,1926-01-01,1926KOOWEERUP,,,2,2,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,29.33333333
1328,Kyabram,NM,1926-01-01,1926KYABRAM,,,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
1329,Leon,NM,1926-01-01,1926LEON,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1330,Lilydale,NM,1926-01-01,1926LILYDALE,,,12,4,7,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,5.6
1331,Winchelsea,NM,1926-01-01,1926WINCHELSEA,,,18,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5
1332,Maffra,NM,1926-01-01,1926MAFFRA,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
1333,Mansfield,NM,1926-01-01,1926MANSFIELD,,,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
1334,Maryborough,M,1926-01-01,1926MARYBOROUGH,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
1335,Mildura,NM,1926-01-01,1926MILDURA,,,12,6,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,7.833333333
1336,Minyip,NM,1926-01-01,1926MINYIP,,,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1337,Moe,Moe,1926-01-01,1926MOE,,,12,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1338,Mornington,NM,1926-01-01,1926MORNINGTON,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1339,Mortlake,NM,1926-01-01,1926MORTLAKE,,,12,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6.666666667
1340,Morwell,NM,1926-01-01,1926MORWELL,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
1341,Mooroopna,NM,1926-01-01,1926MOOROOPNA,,,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1342,Murchison,NM,1926-01-01,1926MURCHISON,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
1343,Murtoa,NM,1926-01-01,1926MURTOA,,,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
1344,Murrayville,NM,1926-01-01,1926MURRAYVILLE,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1345,Goulburn,NM,1926-01-01,1926GOULBURN,,,10,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1346,Nathalia,NM,1926-01-01,1926NATHALIA,,,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1347,Natimuk,NM,1926-01-01,1926NATIMUK,,,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1348,Nhill,NM,1926-01-01,1926NHILL,,,15,9,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1349,Northcote,M,1926-01-01,1926NORTHCOTE,,,4.5,2,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.666666667
1350,Numurkah,NM,1926-01-01,1926NUMURKAH,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1351,Nunawading,NM,1926-01-01,1926NUNAWADING,,,6,2.5,,1.5,,,,,2,,,,,,,,,,,,,,,,,,,,,,3
1352,Orbost,NM,1926-01-01,1926ORBOST,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1353,Ouyen,NM,1926-01-01,1926OUYEN,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1354,Pointlonsdale,NM,1926-01-01,1926POINTLONSDALE,,,10,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5.666666667
1355,Portarlington,NM,1926-01-01,1926PORTARLINGTON,,,10,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5.666666667
1356,Portmelbourne,M,1926-01-01,1926PORTMELBOURNE,,,5,2,,1.25,,,,,1.75,1.5,,,,,,,,,,,,,,,,,,,,,2.3
1357,Portsea,NM,1926-01-01,1926PORTSEA,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
1358,Preston,M,1926-01-01,1926PRESTON,,,6,3,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.416666667
1359,Queenscliff,NM,1926-01-01,1926QUEENSCLIFF,,,10,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5.333333333
1360,Rainbow,NM,1926-01-01,1926RAINBOW,,,12,12,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66666667
1361,Riverlatrobehydro,NM,1926-01-01,1926RIVERLATROBEHYDRO,,,8,4,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
1362,Rochester,NM,1926-01-01,1926ROCHESTER,,,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
1363,Rushworth,NM,1926-01-01,1926RUSHWORTH,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
1364,Rutherglen,NM,1926-01-01,1926RUTHERGLEN,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1365,Rupanyup,NM,1926-01-01,1926RUPANYUP,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1366,Sale,NM,1926-01-01,1926SALE,,,9,7.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,6.833333333
1367,Sealake,NM,1926-01-01,1926SEALAKE,,,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1368,Seymour,NM,1926-01-01,1926SEYMOUR,,,10,5,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,6.166666667
1369,Shepparton,NM,1926-01-01,1926SHEPPARTON,,,10.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1370,Sorrento,NM,1926-01-01,1926SORRENTO,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
1371,Stawell,NM,1926-01-01,1926STAWELL,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
1372,Sunbury,NM,1926-01-01,1926SUNBURY,,,15,6,10,4,,,,,5,,,,,,,,,,,,,,,,,,,,,,8
1373,Sunshine,NM,1926-01-01,1926SUNSHINE,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
1374,Swanhill,NM,1926-01-01,1926SWANHILL,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
1375,Tatura,NM,1926-01-01,1926TATURA,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1376,Terang,NM,1926-01-01,1926TERANG,,,14,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1377,Toora,NM,1926-01-01,1926TOORA,,,10,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1378,Trafalgar,NM,1926-01-01,1926TRAFALGAR,,,12,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1379,Taralgon,NM,1926-01-01,1926TARALGON,,,8,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.666666667
1380,Trentham,NM,1926-01-01,1926TRENTHAM,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
1381,Upwey,NM,1926-01-01,1926UPWEY,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1382,Violet,NM,1926-01-01,1926VIOLET,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
1383,Wabgunyah,NM,1926-01-01,1926WABGUNYAH,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
1384,Wangaratta,NM,1926-01-01,1926WANGARATTA,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1385,Warburton,NM,1926-01-01,1926WARBURTON,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1386,Wahgunyah,NM,1926-01-01,1926WAHGUNYAH,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
1387,Warragul,NM,1926-01-01,1926WARRAGUL,,,8,4,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
1388,Warracknabeal,NM,1926-01-01,1926WARRACKNABEAL,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1389,Warrnambool,NM,1926-01-01,1926WARRNAMBOOL,,,9,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
1390,Werribee,NM,1926-01-01,1926WERRIBEE,,,12,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1391,Williamstown,NM,1926-01-01,1926WILLIAMSTOWN,,,5.5,4,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.666666667
1392,Wodonga,NM,1926-01-01,1926WODONGA,,,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
1393,Woodend,NM,1926-01-01,1926WOODEND,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
1394,Wycheproof,NM,1926-01-01,1926WYCHEPROOF,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
1395,Yarragon,NM,1926-01-01,1926YARRAGON,,,12,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1396,Yarram,NM,1926-01-01,1926YARRAM,,,9,5,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
1397,Yarrawonga,NM,1926-01-01,1926YARRAWONGA,,,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1398,Melbourne,M,1927-01-01,Corporation of the City of Melbourne,,,1.25,1.75,2,0.6,,6,1.5,,2,1.75,,12,,,,,,,,,,,,,,,,,,,2.10625
1399,Metro,M,1927-01-01,SECV all metropolitan districts Domestic Light and power,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1400,CountrySECV,M,1927-01-01,SECV country undertakings,,,1.75,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1.75
1401,Metro,M,1927-01-01,Melbourne Electric Supply Co. Ltd.,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1402,Ballarat and Bendigo,NM,1927-01-01,Electric Supply Company of Victoria Limited,,,9,3.5,9,4,,5,,,1.5,,,,,,,,,,,,,,,,,,,,,,5.333333333
1403,Wodonga,NM,1927-01-01,Wodonga,,,9,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333
1404,Melbourne,M,1928-01-01,Corporation of the City of Melbourne,,,1.25,1.75,2,0.6,,6,1.5,,2,1.75,,12,,,,,,,,,,,,,,,,,,,2.10625
1405,Metro,M,1928-01-01,SECV all metropolitan districts Domestic Light and power,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1406,CountrySECV,M,1928-01-01,SECV country undertakings,,,1.75,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1.75
1407,Metro,NM,1928-01-01,Melbourne Electric Supply Co. Ltd.,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1408,Ballarat and Bendigo,NM,1928-01-01,Electric Supply Company of Victoria Limited,,,9,3.5,9,4,,5,,,1.5,,,,,,,,,,,,,,,,,,,,,,5.333333333
1409,Wodonga,NM,1928-01-01,Wodonga,,,9,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333
1410,Melbourne,M,1929-01-01,Corporation of the City of Melbourne,,,1.25,1.75,2,0.6,,6,1.5,,2,1.75,,12,,,,,,,,,,,,,,,,,,,2.10625
1411,Metro,M,1929-01-01,SECV all metropolitan districts Domestic Light and power,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1412,CountrySECV,M,1929-01-01,SECV country undertakings,,,1.75,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1.75
1413,Metro,M,1929-01-01,Melbourne Electric Supply Co. Ltd.,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1414,Ballarat and Bendigo,NM,1929-01-01,Electric Supply Company of Victoria Limited,,,9,3.5,9,4,,5,,,1.5,,,,,,,,,,,,,,,,,,,,,,5.333333333
1415,NonSECVCountry,NM,1929-01-01,Other country municipal and private,,,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1416,Wodonga,NM,1929-01-01,Wodonga,,,9,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333
1417,Melbourne,M,1930-01-01,Corporation of the City of Melbourne,,,1.25,1.75,2,0.6,,6,1.5,,2,1.75,,12,,,,,,,,,,,,,,,,,,,2.10625
1418,Metro,M,1930-01-01,SECV all metropolitan districts Domestic Light and power,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1419,CountrySECV,M,1930-01-01,SECV country undertakings,,,1.75,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1.75
1420,Ballarat and Bendigo,NM,1930-01-01,Melbourne Electric Supply Co. Ltd.,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1421,Wodonga,NM,1930-01-01,Electric Supply Company of Victoria Limited,,,9,3.5,9,4,,5,,,1.5,,,,,,,,,,,,,,,,,,,,,,5.333333333
1422,NonSECVCountry,NM,1930-01-01,Other country municipal and private,,,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1423,Wodonga,NM,1930-01-01,Wodonga,,,9,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333
1424,Melbourne,M,1931-01-01,Corporation of the City of Melbourne,,,1.25,1.75,2,0.6,,6,1.5,,2,1.75,,12,,,,,,,,,,,,,,,,,,,2.10625
1425,Metro,M,1931-01-01,SECV all metropolitan districts Domestic Light and power,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1426,CountrySECV,M,1931-01-01,SECV country undertakings,,,1.75,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1.75
1427,Metro,M,1931-01-01,Melbourne Electric Supply Co. Ltd.,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1428,Ballarat and Bendigo,NM,1931-01-01,Electric Supply Company of Victoria Limited,,,9,3.5,9,4,,5,,,1.5,,,,,,,,,,,,,,,,,,,,,,5.333333333
1429,NonSECVCountry,NM,1931-01-01,Other country municipal and private,,,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1430,Wodonga,NM,1931-01-01,Wodonga,,,9,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333
1431,Melbourne,M,1932-01-01,Corporation of the City of Melbourne,,,1.25,1.75,2,0.6,,6,1.5,,2,1.75,,12,,,,,,,,,,,,,,,,,,,2.10625
1432,Metro,M,1932-01-01,SECV all metropolitan districts Domestic Light and power,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1433,Metro,M,1932-01-01,SECV country undertakings,,,1.75,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1.75
1434,Metro,M,1932-01-01,Melbourne Electric Supply Co. Ltd.,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1435,Ballarat and Bendigo,NM,1932-01-01,Electric Supply Company of Victoria Limited,,,9,3.5,9,4,,5,,,1.5,,,,,,,,,,,,,,,,,,,,,,5.333333333
1436,NonSECVCountry,NM,1932-01-01,Other country municipal and private,,,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1437,Wodonga,NM,1932-01-01,Wodonga,,,9,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333
1438,Melbourne,M,1933-01-01,Corporation of the City of Melbourne,,,1.25,1.75,2,0.6,,6,1.5,,2,1.75,,12,,,,,,,,,,,,,,,,,,,2.10625
1439,Metro,M,1933-01-01,SECV all metropolitan districts Domestic Light and power,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1440,Metro,M,1933-01-01,SECV country undertakings,,,1.75,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1.75
1441,Metro,M,1933-01-01,Melbourne Electric Supply Co. Ltd.,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1442,Ballarat and Bendigo,NM,1933-01-01,Electric Supply Company of Victoria Limited,,,9,3.5,9,4,,5,,,1.5,,,,,,,,,,,,,,,,,,,,,,5.333333333
1443,NonSECVCountry,NM,1933-01-01,Other country municipal and private,,,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1444,Wodonga,NM,1933-01-01,Wodonga,,,9,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333
1445,Melbourne,M,1934-01-01,Corporation of the City of Melbourne,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1446,Metro,M,1934-01-01,SECV Standar Metropolitan Tariff,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1447,Metro,M,1934-01-01,Melbourne Electric Supply Co. Ltd.,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1448,SECVCountryCenters,NM,1934-01-01,SECV country centers ,,,1.5,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,1.5
1449,SECVCountry,NM,1934-01-01,SECV other regional,,,1.5,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,1.5
1450,NonSECVCountry,NM,1934-01-01,Other country municipal and private,,,15,9,9,,,,,4,,,,,,,,,,,,,,,,,,,,,,,9.25
1451,Melbourne,M,1935-01-01,Corporation of the City of Melbourne,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1452,Metro,M,1935-01-01,SECV Standar Metropolitan Tariff,,,1.25,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.25
1453,SECVCountryCenters,NM,1935-01-01,SECV country centers ,,,1.5,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,1.5
1454,SECVCountry,NM,1935-01-01,SECV other regional,,,1.5,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,1.5
1455,NonSECVCountry,NM,1935-01-01,Other country municipal and private,,,15,9,9,,,,,4,,,,,,,,,,,,,,,,,,,,,,,9.25
1456,Melbourne,M,1936-01-01,Corporation of the City of Melbourne,,,1.5,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.5
1457,Metro,M,1936-01-01,SECV Standar Metropolitan Tariff,,,1.5,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.5
1458,SECVCountryCenters,NM,1936-01-01,SECV country centers ,,,1.5,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,1.5
1459,Wodonga,NM,1936-01-01,SECV other regional,,,1.5,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,1.5
1460,NonSECVCountry,NM,1936-01-01,Other country municipal and private,,,15,9,9,,,,,4,,,,,,,,,,,,,,,,,,,,,,,9.25
1461,Melbourne,M,1937-01-01,Corporation of the City of Melbourne,,,1.5,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.5
1462,Metro,M,1937-01-01,SECV Standar Metropolitan Tariff,,,1.5,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1.5
1463,SECVCountryCenters,NM,1937-01-01,SECV country centers ,,,1.5,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,1.5
1464,Wodonga,NM,1937-01-01,SECV other regional,,,1.5,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,1.5
1465,NonSECVCountry,NM,1937-01-01,Other country municipal and private,,,15,9,8,,,,,4,,,,,,,,,,,,,,,,,,,,,,,9
1466,Melbourne,M,1938-01-01,Corporation of the City of Melbourne,,,1,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,1
1467,Metro,M,1938-01-01,SECV Standar Metropolitan Tariff,,,1,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,1
1468,SECVCountryCenters,NM,1938-01-01,SECV country centers ,,,1.5,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,1.5
1469,Wodonga,NM,1938-01-01,SECV other regional,,,1.5,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,1.5
1470,NonSECVCountry,NM,1938-01-01,Other country municipal and private,,,14,9,8,,,,,4,,,,,,,,,,,,,,,,,,,,,,,8.75
1471,Melbourne,M,1939-01-01,Corporation of the City of Melbourne,,,0.9,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,0.9
1472,Metropolitan,M,1939-01-01,SECV Standar Metropolitan Tariff,,,0.9,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,0.9
1473,SECVCountryCenters,NM,1939-01-01,SECV country centers ,,,1.5,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,1.5
1474,Yackandandah,NM,1939-01-01,SECV other regional,,,1.4,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,1.4
1475,NonSECVCountry,NM,1939-01-01,Other country municipal and private,,,14,9,8,,,,,4,,,,,,,,,,,,,,,,,,,,,,,8.75
1476,Melbourne,M,1940-01-01,Corporation of the City of Melbourne,,,0.9,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,0.9
